CupomID;ProdutoID;Produto;Categoria;Quantidade;Valor;Custo;Lucro
10541;38;Le Baby Dress;Womens wear;4;340.82;250.97;89.85
10541;65;Stretch oui-pants;Womens wear;36;366.3;269.73;96.57
10541;71;Atles Lussekofta;Mens Clothes;9;274.33;202.01;72.32
10542;11;Desperado Jeans;Mens Clothes;15;444.31;342.75;101.56
10542;54;Patamonia Fleece Jacket;Sportwear;24;822.02;634.13;187.89
10543;12;Tiny Winy Hot Bikini;Bath Clothes;30;358.8;252.72;106.08
10543;23;DSW;Womens Footwear;70;772.8;544.32;228.48
10544;28;RDL Suit;Childrens wear;7;304.15;246.36;57.79
10544;67;X-Dress;Womens wear;7;453.6;367.42;86.18
10545;11;Desperado Jeans;Mens Clothes;10;263.7;219.96;43.74
10546;7;Conserve Shoes;Childrens wear;10;434.6;352.03;82.57
10546;35;LA. Shorts;Bath Clothes;30;181.8;147.26;34.54
10546;62;Sheat Shoes;Sportwear;40;1180.4;956.12;224.28
10547;32;Rossi Bikkini;Bath Clothes;24;492.38;346.81;145.57
10547;36;Mehmet-Tröja;Babywear;60;514.8;416.99;97.81
10548;34;Baywatch Bikkini;Bath Clothes;10;109.13;70.71;38.41
10548;41;Duck Shirt;Babywear;14;146.72;118.84;27.88
10549;31;Rossi Bermuda Shorts;Bath Clothes;55;487.03;343.04;143.99
10549;45;Danske Treshoe;Mens Footwear;100;1084.45;763.83;320.62
10549;51;Snake Boots;Mens Footwear;48;5390.83;3797.02;1593.81
10550;17;TieBreak Tennis shoes;Mens Footwear;8;225.63;166.15;59.48
10550;19;Squash Shorts;Sportwear;10;95.2;77.11;18.09
10550;21;Basket Shoes;Sportwear;6;62.7;46.17;16.53
10550;61;Adihash Running Shoe;Sportwear;10;282.15;207.76;74.39
10551;16;Wimbledon T-Shirt;Sportwear;40;391.46;275.72;115.74
10551;35;LA. Shorts;Bath Clothes;20;130.18;91.69;38.49
10551;44;Okkaba Skin Jackets;Womens wear;40;2739.6;2219.08;520.52
10552;69;Racing Truck  Socks;Sportwear;18;34.56;27.99;6.57
10552;75;Bow tie;Mens Clothes;30;214.8;173.99;40.81
10553;11;Desperado Jeans;Mens Clothes;15;454.35;368.02;86.33
10553;16;Wimbledon T-Shirt;Sportwear;14;127.82;103.53;24.29
10553;22;Ravellis Träskor;Womens Footwear;24;78.72;63.76;14.96
10553;31;Rossi Bermuda Shorts;Bath Clothes;30;248.1;200.96;47.14
10553;35;LA. Shorts;Bath Clothes;6;37.5;30.38;7.12
10554;16;Wimbledon T-Shirt;Sportwear;30;309.02;238.38;70.63
10554;23;DSW;Womens Footwear;20;197.82;152.6;45.22
10554;62;Sheat Shoes;Sportwear;20;562.8;434.16;128.64
10554;77;Skirt;Womens wear;10;143.01;110.32;32.69
10555;14;Kool Sunglasses;Childrens wear;30;772.56;521.48;251.08
10555;19;Squash Shorts;Sportwear;35;357.0;240.98;116.02
10555;24;Samba Socker  Socks;Mens Clothes;18;88.56;59.78;28.78
10555;51;Snake Boots;Mens Footwear;20;2441.04;1647.7;793.34
10555;56;High Heels Shoes;Womens Footwear;40;1915.2;1292.76;622.44
10556;72;Rossi Shorts;Bath Clothes;24;281.28;227.84;53.44
10557;64;WFS shoes;Womens Footwear;30;1084.5;878.44;206.06
10557;75;Bow tie;Mens Clothes;20;157.6;127.66;29.94
10558;47;Lundenhagen Boots;Mens Footwear;25;619.0;501.39;117.61
10558;51;Snake Boots;Mens Footwear;20;1828.6;1588.94;239.66
10558;52;Small Crocodile Boots;Womens Footwear;30;2554.2;2068.9;485.3
10558;53;Jumpin Jack Flash Dress;Womens wear;18;1013.94;821.29;192.65
10558;73;Mehmet-Napp;Babywear;3;2.97;2.41;0.56
10559;41;Duck Shirt;Babywear;12;109.87;84.76;25.11
10559;55;Feiss Fleece Trousers;Sportwear;18;736.34;568.04;168.31
10560;30;Baby Dark Lounge Suit;Babywear;20;512.4;415.04;97.36
10560;62;Sheat Shoes;Sportwear;15;585.0;379.08;205.92
10561;44;Okkaba Skin Jackets;Womens wear;10;688.9;558.01;130.89
10561;51;Snake Boots;Mens Footwear;50;5042.5;4084.42;958.08
10562;33;Car Boots;Sportwear;20;579.04;426.38;152.66
10562;62;Sheat Shoes;Sportwear;10;320.32;235.87;84.45
10563;36;Mehmet-Tröja;Babywear;25;202.0;163.62;38.38
10563;52;Small Crocodile Boots;Womens Footwear;70;5688.9;4608.01;1080.89
10564;17;TieBreak Tennis shoes;Mens Footwear;16;422.35;325.81;96.54
10564;31;Rossi Bermuda Shorts;Bath Clothes;6;48.51;37.42;11.09
10564;55;Feiss Fleece Trousers;Sportwear;25;930.56;717.86;212.7
10565;24;Samba Socker  Socks;Mens Clothes;25;121.83;89.71;32.12
10565;64;WFS shoes;Womens Footwear;18;697.75;513.8;183.95
10566;11;Desperado Jeans;Mens Clothes;35;1054.55;742.77;311.78
10566;18;Deuce shirt;Babywear;18;545.65;384.33;161.32
10566;76;Minnki Pälsii;Womens wear;10;3986.3;3228.9;757.4
10567;31;Rossi Bermuda Shorts;Bath Clothes;60;624.24;421.36;202.88
10567;51;Snake Boots;Mens Footwear;3;324.06;262.49;61.57
10567;59;Rasta WCT;Sportwear;40;386.88;261.88;125.0
10568;10;Sapporoo Gloves;Babywear;5;32.45;26.28;6.17
10569;31;Rossi Bermuda Shorts;Bath Clothes;35;358.26;265.73;92.53
10569;76;Minnki Pälsii;Womens wear;30;11229.9;9096.22;2133.68
10570;11;Desperado Jeans;Mens Clothes;15;484.79;373.98;110.81
10570;56;High Heels Shoes;Womens Footwear;60;2530.71;1952.26;578.45
10571;14;Kool Sunglasses;Childrens wear;11;278.17;195.93;82.24
10571;42;Balett Shoes;Womens Footwear;28;435.99;307.09;128.9
10572;16;Wimbledon T-Shirt;Sportwear;12;131.74;97.01;34.73
10572;32;Rossi Bikkini;Bath Clothes;10;223.96;164.92;59.04
10572;40;Duck Trousers;Babywear;50;971.5;786.92;184.58
10572;75;Bow tie;Mens Clothes;15;137.28;101.09;36.19
10573;17;TieBreak Tennis shoes;Mens Footwear;18;438.66;355.31;83.35
10573;34;Baywatch Bikkini;Bath Clothes;40;295.2;239.11;56.09
10573;53;Jumpin Jack Flash Dress;Womens wear;25;1640.25;1328.6;311.65
10574;33;Car Boots;Sportwear;14;387.1;313.55;73.55
10574;40;Duck Trousers;Babywear;2;38.58;31.25;7.33
10574;62;Sheat Shoes;Sportwear;10;300.3;243.24;57.06
10574;64;WFS shoes;Womens Footwear;6;212.88;172.43;40.45
10575;59;Rasta WCT;Sportwear;12;112.08;90.78;21.3
10575;63;Serve-Shirt;Womens wear;6;118.26;95.79;22.47
10575;72;Rossi Shorts;Bath Clothes;30;335.1;271.43;63.67
10575;76;Minnki Pälsii;Womens wear;10;4060.8;3533.37;527.43
10576;1;Lenin Jeansshorts;Mens Clothes;10;219.4;177.71;41.69
10576;31;Rossi Bermuda Shorts;Bath Clothes;20;165.0;143.58;21.42
10576;44;Okkaba Skin Jackets;Womens wear;21;1611.96;1305.69;306.27
10577;39;Terence Top;Womens wear;10;627.2;508.03;119.17
10577;75;Bow tie;Mens Clothes;20;167.2;135.43;31.77
10577;77;Skirt;Womens wear;18;215.1;177.89;37.21
10578;35;LA. Shorts;Bath Clothes;20;129.4;104.81;24.59
10578;57;Burned Rubber Shoes;Womens Footwear;6;117.78;100.15;17.63
10579;15;Sumi Underwear;Womens wear;10;70.9;57.43;13.47
10579;75;Bow tie;Mens Clothes;21;165.27;133.87;31.4
10580;14;Kool Sunglasses;Childrens wear;15;363.35;280.3;83.05
10580;41;Duck Shirt;Babywear;9;92.04;72.9;19.14
10580;65;Stretch oui-pants;Womens wear;30;292.32;241.3;51.02
10581;75;Bow tie;Mens Clothes;50;467.4;315.5;151.9
10582;57;Burned Rubber Shoes;Womens Footwear;4;70.64;57.22;13.42
10582;76;Minnki Pälsii;Womens wear;14;5523.28;4473.86;1049.42
10583;29;Davenport;Mens Footwear;10;1157.6;937.66;219.94
10583;60;Game Over T-Shirt;Sportwear;24;141.31;99.53;41.78
10583;69;Racing Truck  Socks;Sportwear;10;22.2;15.63;6.56
10584;31;Rossi Bermuda Shorts;Bath Clothes;50;480.38;373.34;107.04
10585;47;Lundenhagen Boots;Mens Footwear;15;375.6;304.24;71.36
10586;52;Small Crocodile Boots;Womens Footwear;4;375.41;264.42;110.99
10587;26;Bike Helmet;Sportwear;6;199.74;161.79;37.95
10587;35;LA. Shorts;Bath Clothes;20;128.4;104.0;24.4
10587;77;Skirt;Womens wear;20;246.4;200.02;46.38
10588;18;Deuce shirt;Babywear;40;1262.4;852.12;410.28
10588;42;Balett Shoes;Womens Footwear;100;1669.2;1126.71;542.49
10589;35;LA. Shorts;Bath Clothes;4;24.32;19.7;4.62
10590;1;Lenin Jeansshorts;Mens Clothes;20;403.6;326.92;76.68
10590;77;Skirt;Womens wear;60;885.78;683.32;202.46
10591;3;Chantell Shirt;Womens wear;14;272.72;220.9;51.82
10591;7;Conserve Shoes;Childrens wear;10;385.6;312.34;73.26
10591;54;Patamonia Fleece Jacket;Sportwear;50;1851.0;1499.31;351.69
10592;15;Sumi Underwear;Womens wear;25;155.4;119.88;35.52
10592;26;Bike Helmet;Sportwear;5;151.52;116.88;34.63
10593;20;Tennis Suit;Sportwear;21;2096.39;1415.06;681.33
10593;69;Racing Truck  Socks;Sportwear;20;47.04;31.75;15.29
10593;76;Minnki Pälsii;Womens wear;4;2010.96;1482.54;528.42
10594;52;Small Crocodile Boots;Womens Footwear;24;1964.16;1590.97;373.19
10594;58;Ga-Ga Dress;Babywear;30;1368.9;1108.81;260.09
10595;35;LA. Shorts;Bath Clothes;30;219.75;142.4;77.35
10595;61;Adihash Running Shoe;Sportwear;120;3897.0;2525.26;1371.74
10595;69;Racing Truck  Socks;Sportwear;65;146.25;94.77;51.48
10596;56;High Heels Shoes;Womens Footwear;5;215.46;145.44;70.02
10596;63;Serve-Shirt;Womens wear;24;543.17;400.71;142.46
10596;75;Bow tie;Mens Clothes;30;268.92;181.52;87.4
10597;24;Samba Socker  Socks;Mens Clothes;35;206.64;139.48;67.16
10597;57;Burned Rubber Shoes;Womens Footwear;20;363.6;294.52;69.08
10597;65;Stretch oui-pants;Womens wear;12;136.51;102.27;34.24
10598;27;Tracksuit;Sportwear;50;2074.5;1680.34;394.16
10598;71;Atles Lussekofta;Mens Clothes;9;255.96;207.33;48.63
10599;62;Sheat Shoes;Sportwear;10;305.1;247.13;57.97
10600;54;Patamonia Fleece Jacket;Sportwear;4;141.44;114.57;26.87
10600;73;Mehmet-Napp;Babywear;30;35.1;28.43;6.67
10601;13;Aino Shoes;Babywear;60;1422.0;1151.82;270.18
10601;59;Rasta WCT;Sportwear;35;303.1;245.51;57.59
10602;77;Skirt;Womens wear;5;81.81;53.01;28.8
10603;22;Ravellis Träskor;Womens Footwear;48;159.84;129.47;30.37
10603;49;Finnish Sport Blades;Sportwear;25;507.41;391.43;115.98
10604;48;Root Boot;Mens Footwear;6;220.51;162.37;58.13
10604;76;Minnki Pälsii;Womens wear;10;4068.24;2995.7;1072.54
10605;16;Wimbledon T-Shirt;Sportwear;30;297.99;229.88;68.11
10605;59;Rasta WCT;Sportwear;20;166.95;128.79;38.16
10605;60;Game Over T-Shirt;Sportwear;70;399.84;308.45;91.39
10605;71;Atles Lussekofta;Mens Clothes;15;508.57;392.32;116.24
10606;4;Oyaki Kimono;Womens wear;20;548.64;370.33;178.31
10606;55;Feiss Fleece Trousers;Sportwear;20;1002.48;676.67;325.81
10606;62;Sheat Shoes;Sportwear;10;351.72;238.01;113.71
10607;7;Conserve Shoes;Childrens wear;45;1629.45;1319.85;309.6
10607;17;TieBreak Tennis shoes;Mens Footwear;100;2436.0;1973.16;462.84
10607;33;Car Boots;Sportwear;14;340.2;275.56;64.64
10607;40;Duck Trousers;Babywear;42;700.14;567.11;133.03
10607;72;Rossi Shorts;Bath Clothes;12;150.6;121.99;28.61
10608;56;High Heels Shoes;Womens Footwear;28;1155.28;935.78;219.5
10609;1;Lenin Jeansshorts;Mens Clothes;3;55.5;44.96;10.54
10609;10;Sapporoo Gloves;Babywear;10;65.7;53.22;12.48
10609;21;Basket Shoes;Sportwear;6;64.14;51.95;12.19
10610;36;Mehmet-Tröja;Babywear;21;198.98;128.94;70.04
10611;1;Lenin Jeansshorts;Mens Clothes;6;118.5;95.98;22.52
10611;2;Mr X Trousers;Mens Clothes;10;205.5;166.46;39.04
10611;60;Game Over T-Shirt;Sportwear;15;79.2;64.15;15.05
10612;10;Sapporoo Gloves;Babywear;70;497.0;402.57;94.43
10612;36;Mehmet-Tröja;Babywear;55;400.95;324.77;76.18
10612;49;Finnish Sport Blades;Sportwear;18;324.0;262.44;61.56
10612;60;Game Over T-Shirt;Sportwear;40;182.8;148.07;34.73
10612;76;Minnki Pälsii;Womens wear;80;32075.2;25980.91;6094.29
10613;13;Aino Shoes;Babywear;8;241.12;177.55;63.57
10613;75;Bow tie;Mens Clothes;40;340.8;276.05;64.75
10614;11;Desperado Jeans;Mens Clothes;14;365.54;296.09;69.45
10614;21;Basket Shoes;Sportwear;8;87.36;70.76;16.6
10614;39;Terence Top;Womens wear;5;298.05;241.42;56.63
10615;55;Feiss Fleece Trousers;Sportwear;5;209.25;169.49;39.76
10616;38;Le Baby Dress;Womens wear;15;1191.8;964.34;227.46
10616;56;High Heels Shoes;Womens Footwear;14;561.54;454.85;106.69
10616;70;US-Master Jeans;Mens Clothes;15;416.43;321.25;95.18
10616;71;Atles Lussekofta;Mens Clothes;15;477.07;368.02;109.04
10617;59;Rasta WCT;Sportwear;30;301.88;212.62;89.25
10618;6;Shagall Socks;Womens wear;70;270.9;219.43;51.47
10618;56;High Heels Shoes;Womens Footwear;20;832.0;673.92;158.08
10618;68;Cap;Sportwear;15;184.95;149.81;35.14
10619;21;Basket Shoes;Sportwear;42;383.88;310.94;72.94
10619;22;Ravellis Träskor;Womens Footwear;40;130.8;105.95;24.85
10620;24;Samba Socker  Socks;Mens Clothes;5;22.05;17.86;4.19
10620;52;Small Crocodile Boots;Womens Footwear;5;415.4;336.47;78.93
10621;19;Squash Shorts;Sportwear;5;49.45;40.05;9.4
10621;23;DSW;Womens Footwear;10;96.4;78.08;18.32
10621;70;US-Master Jeans;Mens Clothes;20;546.8;442.91;103.89
10621;71;Atles Lussekofta;Mens Clothes;15;487.05;394.51;92.54
10622;2;Mr X Trousers;Mens Clothes;20;355.2;287.71;67.49
10622;68;Cap;Sportwear;18;279.29;208.86;70.43
10623;14;Kool Sunglasses;Childrens wear;21;508.41;449.92;58.49
10623;19;Squash Shorts;Sportwear;15;154.28;113.6;40.67
10623;21;Basket Shoes;Sportwear;25;276.38;203.51;72.86
10623;24;Samba Socker  Socks;Mens Clothes;3;13.11;10.62;2.49
10623;35;LA. Shorts;Bath Clothes;30;202.29;148.96;53.33
10624;28;RDL Suit;Childrens wear;10;448.6;363.37;85.23
10624;29;Davenport;Mens Footwear;6;725.7;587.82;137.88
10624;44;Okkaba Skin Jackets;Womens wear;10;825.4;668.57;156.83
10625;14;Kool Sunglasses;Childrens wear;3;72.75;58.93;13.82
10625;42;Balett Shoes;Womens Footwear;5;74.6;60.43;14.17
10625;60;Game Over T-Shirt;Sportwear;10;48.7;39.45;9.25
10626;53;Jumpin Jack Flash Dress;Womens wear;12;761.28;616.64;144.64
10626;60;Game Over T-Shirt;Sportwear;20;99.0;80.19;18.81
10626;71;Atles Lussekofta;Mens Clothes;20;663.2;537.19;126.01
10627;62;Sheat Shoes;Sportwear;15;460.8;373.25;87.55
10627;73;Mehmet-Napp;Babywear;35;47.5;33.92;13.58
10628;1;Lenin Jeansshorts;Mens Clothes;25;455.75;369.16;86.59
10629;29;Davenport;Mens Footwear;20;2389.8;1935.74;454.06
10629;64;WFS shoes;Womens Footwear;9;274.05;221.98;52.07
10630;55;Feiss Fleece Trousers;Sportwear;12;444.53;354.66;89.86
10630;76;Minnki Pälsii;Womens wear;35;14078.05;11403.22;2674.83
10631;75;Bow tie;Mens Clothes;8;61.86;45.55;16.31
10632;2;Mr X Trousers;Mens Clothes;30;607.01;468.26;138.74
10632;33;Car Boots;Sportwear;20;522.48;403.06;119.42
10633;12;Tiny Winy Hot Bikini;Bath Clothes;36;403.24;284.02;119.22
10633;13;Aino Shoes;Babywear;13;361.19;254.4;106.79
10633;26;Bike Helmet;Sportwear;35;1284.38;904.65;379.73
10633;62;Sheat Shoes;Sportwear;80;2668.0;1879.2;788.8
10634;7;Conserve Shoes;Childrens wear;35;1290.45;1045.26;245.19
10634;18;Deuce shirt;Babywear;50;1381.5;1119.02;262.48
10634;51;Snake Boots;Mens Footwear;15;1514.85;1227.03;287.82
10634;75;Bow tie;Mens Clothes;2;15.08;12.21;2.87
10635;4;Oyaki Kimono;Womens wear;10;263.01;193.67;69.34
10635;5;O-Man Underwear;Mens Clothes;15;95.54;70.35;25.19
10635;22;Ravellis Träskor;Womens Footwear;40;129.2;104.65;24.55
10636;4;Oyaki Kimono;Womens wear;25;515.75;417.76;97.99
10636;58;Ga-Ga Dress;Babywear;6;285.78;231.48;54.3
10637;11;Desperado Jeans;Mens Clothes;10;267.7;216.84;50.86
10637;50;Finnish Swimsuit;Sportwear;25;416.06;320.96;95.1
10637;56;High Heels Shoes;Womens Footwear;60;2314.62;1785.56;529.06
10638;45;Danske Treshoe;Mens Footwear;20;177.2;143.53;33.67
10638;65;Stretch oui-pants;Womens wear;21;212.94;172.48;40.46
10638;72;Rossi Shorts;Bath Clothes;60;646.2;523.42;122.78
10639;18;Deuce shirt;Babywear;8;193.36;156.62;36.74
10640;69;Racing Truck  Socks;Sportwear;20;46.0;29.81;16.19
10640;70;US-Master Jeans;Mens Clothes;15;516.0;334.37;181.63
10641;2;Mr X Trousers;Mens Clothes;50;929.0;752.49;176.51
10641;40;Duck Trousers;Babywear;60;1187.4;961.79;225.61
10642;21;Basket Shoes;Sportwear;30;381.24;257.34;123.9
10642;61;Adihash Running Shoe;Sportwear;20;643.92;434.65;209.27
10643;28;RDL Suit;Childrens wear;15;873.0;565.7;307.3
10643;39;Terence Top;Womens wear;21;1478.4;958.0;520.4
10643;46;Rodbye Troje;Babywear;2;27.88;18.06;9.81
10644;18;Deuce shirt;Babywear;4;114.22;84.11;30.11
10644;43;Summer Shorts;Bath Clothes;20;262.0;212.22;49.78
10644;46;Rodbye Troje;Babywear;21;300.3;221.13;79.17
10645;18;Deuce shirt;Babywear;20;525.2;425.41;99.79
10645;36;Mehmet-Tröja;Babywear;15;118.95;96.35;22.6
10646;1;Lenin Jeansshorts;Mens Clothes;15;364.69;236.32;128.37
10646;10;Sapporoo Gloves;Babywear;18;142.88;92.58;50.29
10646;71;Atles Lussekofta;Mens Clothes;30;1125.0;729.0;396.0
10646;77;Skirt;Womens wear;35;576.19;373.37;202.82
10647;19;Squash Shorts;Sportwear;30;271.2;219.67;51.53
10647;39;Terence Top;Womens wear;20;1264.0;1023.84;240.16
10648;22;Ravellis Träskor;Womens Footwear;15;52.65;42.65;10.0
10648;24;Samba Socker  Socks;Mens Clothes;15;83.66;58.93;24.74
10649;28;RDL Suit;Childrens wear;20;948.6;768.37;180.23
10649;72;Rossi Shorts;Bath Clothes;15;182.85;148.11;34.74
10650;30;Baby Dark Lounge Suit;Babywear;30;825.3;668.49;156.81
10650;53;Jumpin Jack Flash Dress;Womens wear;25;1635.38;1261.58;373.8
10650;54;Patamonia Fleece Jacket;Sportwear;30;1060.5;859.0;201.5
10651;19;Squash Shorts;Sportwear;12;137.25;94.83;42.42
10651;22;Ravellis Träskor;Womens Footwear;20;88.75;57.51;31.24
10652;30;Baby Dark Lounge Suit;Babywear;2;65.6;42.51;23.09
10652;42;Balett Shoes;Womens Footwear;20;267.6;216.76;50.84
10653;16;Wimbledon T-Shirt;Sportwear;30;329.01;242.27;86.74
10653;60;Game Over T-Shirt;Sportwear;20;108.9;80.19;28.71
10654;4;Oyaki Kimono;Womens wear;12;296.6;225.25;71.35
10654;39;Terence Top;Womens wear;20;1397.88;1029.35;368.53
10654;54;Patamonia Fleece Jacket;Sportwear;6;212.85;156.74;56.12
10655;41;Duck Shirt;Babywear;20;251.28;169.61;81.67
10656;14;Kool Sunglasses;Childrens wear;3;82.93;61.63;21.3
10656;44;Okkaba Skin Jackets;Womens wear;28;2095.02;1542.69;552.32
10656;47;Lundenhagen Boots;Mens Footwear;6;156.62;115.33;41.29
10657;15;Sumi Underwear;Womens wear;50;313.5;253.94;59.56
10657;41;Duck Shirt;Babywear;24;245.04;198.48;46.56
10657;46;Rodbye Troje;Babywear;45;584.1;473.12;110.98
10657;47;Lundenhagen Boots;Mens Footwear;10;253.2;205.09;48.11
10657;56;High Heels Shoes;Womens Footwear;45;1809.45;1465.65;343.8
10657;60;Game Over T-Shirt;Sportwear;30;144.6;117.13;27.47
10658;21;Basket Shoes;Sportwear;60;582.0;471.42;110.58
10658;40;Duck Trousers;Babywear;70;1462.65;1128.33;334.32
10658;60;Game Over T-Shirt;Sportwear;55;265.65;204.93;60.72
10658;77;Skirt;Womens wear;70;937.86;723.49;214.37
10659;31;Rossi Bermuda Shorts;Bath Clothes;20;173.04;133.49;39.55
10659;40;Duck Trousers;Babywear;24;490.14;378.11;112.03
10659;70;US-Master Jeans;Mens Clothes;40;1098.72;847.58;251.14
10660;20;Tennis Suit;Sportwear;21;1817.55;1472.22;345.33
10661;39;Terence Top;Womens wear;3;236.27;159.48;76.79
10661;58;Ga-Ga Dress;Babywear;49;3075.24;2075.79;999.45
10662;68;Cap;Sportwear;10;129.1;104.57;24.53
10663;40;Duck Trousers;Babywear;30;609.21;469.96;139.25
10663;42;Balett Shoes;Womens Footwear;30;464.94;366.78;98.16
10663;51;Snake Boots;Mens Footwear;20;2033.43;1568.65;464.78
10664;10;Sapporoo Gloves;Babywear;24;189.06;133.16;55.9
10664;56;High Heels Shoes;Womens Footwear;12;573.53;403.96;169.56
10664;65;Stretch oui-pants;Womens wear;15;171.64;120.89;50.74
10665;51;Snake Boots;Mens Footwear;20;1880.6;1523.29;357.31
10665;59;Rasta WCT;Sportwear;1;8.03;6.5;1.53
10665;76;Minnki Pälsii;Womens wear;10;3610.5;2924.5;686.0
10666;29;Davenport;Mens Footwear;36;4708.8;3814.13;894.67
10666;65;Stretch oui-pants;Womens wear;10;110.4;89.42;20.98
10667;69;Racing Truck  Socks;Sportwear;45;116.64;78.73;37.91
10667;71;Atles Lussekofta;Mens Clothes;14;522.65;352.79;169.86
10668;31;Rossi Bermuda Shorts;Bath Clothes;8;71.9;52.94;18.95
10668;55;Feiss Fleece Trousers;Sportwear;4;181.28;133.49;47.79
10668;64;WFS shoes;Womens Footwear;15;596.81;461.11;135.69
10669;36;Mehmet-Tröja;Babywear;30;241.8;195.86;45.94
10670;23;DSW;Womens Footwear;32;274.88;222.65;52.23
10670;46;Rodbye Troje;Babywear;60;745.8;667.45;78.35
10670;67;X-Dress;Womens wear;25;1468.25;1189.28;278.97
10670;73;Mehmet-Napp;Babywear;50;56.5;45.76;10.74
10670;75;Bow tie;Mens Clothes;25;184.5;149.44;35.06
10671;16;Wimbledon T-Shirt;Sportwear;10;101.0;81.81;19.19
10671;62;Sheat Shoes;Sportwear;10;273.5;221.54;51.96
10671;65;Stretch oui-pants;Womens wear;12;121.92;98.76;23.16
10672;38;Le Baby Dress;Womens wear;15;1367.85;1094.8;273.05
10672;71;Atles Lussekofta;Mens Clothes;12;389.64;315.61;74.03
10673;16;Wimbledon T-Shirt;Sportwear;3;29.01;23.5;5.51
10673;42;Balett Shoes;Womens Footwear;6;81.18;65.76;15.42
10673;43;Summer Shorts;Bath Clothes;6;74.34;63.98;10.36
10674;23;DSW;Womens Footwear;5;48.55;39.33;9.22
10675;14;Kool Sunglasses;Childrens wear;30;653.7;529.5;124.2
10675;53;Jumpin Jack Flash Dress;Womens wear;10;661.8;536.06;125.74
10675;58;Ga-Ga Dress;Babywear;30;1337.7;1083.54;254.16
10676;10;Sapporoo Gloves;Babywear;2;12.96;10.5;2.46
10676;19;Squash Shorts;Sportwear;7;67.55;56.09;11.46
10676;44;Okkaba Skin Jackets;Womens wear;21;1565.76;1268.27;297.49
10677;26;Bike Helmet;Sportwear;30;1158.51;815.99;342.52
10677;33;Car Boots;Sportwear;8;243.89;171.78;72.11
10678;12;Tiny Winy Hot Bikini;Bath Clothes;100;960.0;777.6;182.4
10678;33;Car Boots;Sportwear;30;756.0;612.36;143.64
10678;41;Duck Shirt;Babywear;120;1215.6;984.64;230.96
10678;54;Patamonia Fleece Jacket;Sportwear;30;1074.3;870.18;204.12
10679;59;Rasta WCT;Sportwear;12;102.12;82.72;19.4
10680;16;Wimbledon T-Shirt;Sportwear;50;533.13;345.46;187.66
10680;31;Rossi Bermuda Shorts;Bath Clothes;20;195.25;126.52;68.73
10680;42;Balett Shoes;Womens Footwear;40;693.5;449.39;244.11
10681;19;Squash Shorts;Sportwear;30;319.77;256.18;63.59
10681;21;Basket Shoes;Sportwear;12;122.36;90.1;32.26
10681;64;WFS shoes;Womens Footwear;28;899.36;728.48;170.88
10682;33;Car Boots;Sportwear;30;764.1;618.92;145.18
10682;66;Langoste Shirt;Womens wear;4;74.16;60.07;14.09
10682;75;Bow tie;Mens Clothes;30;247.5;200.48;47.02
10683;52;Small Crocodile Boots;Womens Footwear;9;688.41;557.61;130.8
10684;40;Duck Trousers;Babywear;20;364.8;295.49;69.31
10684;47;Lundenhagen Boots;Mens Footwear;40;1051.6;851.8;199.8
10684;60;Game Over T-Shirt;Sportwear;30;164.7;133.41;31.29
10685;10;Sapporoo Gloves;Babywear;20;150.6;121.99;28.61
10685;41;Duck Shirt;Babywear;4;36.84;29.84;7.0
10685;47;Lundenhagen Boots;Mens Footwear;15;375.3;303.99;71.31
10686;17;TieBreak Tennis shoes;Mens Footwear;30;813.6;549.18;264.42
10686;26;Bike Helmet;Sportwear;15;443.25;359.03;84.22
10687;9;Fuji Boots;Mens Footwear;50;2573.13;1667.38;905.74
10687;29;Davenport;Mens Footwear;10;1321.2;1070.17;251.03
10687;36;Mehmet-Tröja;Babywear;6;58.05;37.62;20.43
10688;10;Sapporoo Gloves;Babywear;18;140.18;103.23;36.96
10688;28;RDL Suit;Childrens wear;60;2856.48;2103.41;753.07
10688;34;Baywatch Bikkini;Bath Clothes;14;111.86;90.61;21.25
10689;1;Lenin Jeansshorts;Mens Clothes;35;804.13;521.07;283.05
10690;56;High Heels Shoes;Womens Footwear;20;1026.25;665.01;361.24
10690;77;Skirt;Womens wear;30;502.5;325.62;176.88
10691;1;Lenin Jeansshorts;Mens Clothes;30;639.0;517.59;121.41
10691;29;Davenport;Mens Footwear;40;4824.8;3908.09;916.71
10691;43;Summer Shorts;Bath Clothes;40;457.6;370.66;86.94
10691;44;Okkaba Skin Jackets;Womens wear;24;1781.04;1442.64;338.4
10691;62;Sheat Shoes;Sportwear;48;1326.24;1074.25;251.99
10692;63;Serve-Shirt;Womens wear;20;385.0;322.99;62.01
10693;9;Fuji Boots;Mens Footwear;6;211.8;182.43;29.37
10693;54;Patamonia Fleece Jacket;Sportwear;60;2555.76;1800.14;755.62
10693;69;Racing Truck  Socks;Sportwear;30;74.87;52.73;22.13
10693;73;Mehmet-Napp;Babywear;15;20.36;14.34;6.02
10694;7;Conserve Shoes;Childrens wear;90;3359.7;2721.36;638.34
10694;59;Rasta WCT;Sportwear;25;202.5;164.02;38.48
10694;70;US-Master Jeans;Mens Clothes;50;1350.5;1093.9;256.6
10695;8;Tuxedo;Womens wear;10;182.0;147.42;34.58
10695;12;Tiny Winy Hot Bikini;Bath Clothes;4;39.28;31.82;7.46
10695;24;Samba Socker  Socks;Mens Clothes;20;98.4;79.7;18.7
